ticker,volume,open,close,high,low,window_start,transactions,date
AAPL,37839258,189.78,190.4,191.08,189.4,1701147600000000000,458091,2023-11-28
AAPL,41614524,190.9,189.37,192.09,188.97,1701234000000000000,493011,2023-11-29
AAPL,46904230,189.84,189.95,190.32,188.19,1701320400000000000,486642,2023-11-30
AAPL,44786554,190.33,191.24,191.56,189.23,1701406800000000000,515466,2023-12-01
AAPL,42640348,189.98,189.43,190.05,187.4511,1701666000000000000,587400,2023-12-04
AAPL,65621575,190.21,193.42,194.4,190.18,1701752400000000000,700611,2023-12-05
AAPL,39963373,194.45,192.32,194.76,192.11,1701838800000000000,491367,2023-12-06
AAPL,45693574,193.63,194.27,195.0,193.59,1701925200000000000,494998,2023-12-07
AAPL,51301146,194.2,195.71,195.99,193.67,1702011600000000000,538915,2023-12-08
AAPL,58824648,193.11,193.18,193.49,191.42,1702270800000000000,691101,2023-12-11
AAPL,49090666,193.08,194.71,194.72,191.721,1702357200000000000,510690,2023-12-12
AAPL,68112673,195.09,197.96,198.0,194.85,1702443600000000000,672496,2023-12-13
AAPL,64725528,198.02,198.11,199.62,196.16,1702530000000000000,691788,2023-12-14
AAPL,117270063,197.53,197.57,198.3999,197.0,1702616400000000000,625303,2023-12-15
AAPL,54373115,196.09,195.89,196.63,194.39,1702875600000000000,655693,2023-12-18
AAPL,38966532,196.16,196.94,196.95,195.89,1702962000000000000,451646,2023-12-19
AAPL,49333144,196.9,194.83,197.68,194.83,1703048400000000000,550519,2023-12-20
AAPL,44433765,196.1,194.68,197.08,193.5,1703134800000000000,554791,2023-12-21
AAPL,36285270,195.18,193.6,195.41,192.97,1703221200000000000,500504,2023-12-22
AAPL,28034177,193.61,193.05,193.89,192.83,1703566800000000000,488223,2023-12-26
AAPL,46390581,192.49,193.15,193.5,191.09,1703653200000000000,548037,2023-12-27
AAPL,33557566,194.14,193.58,194.66,193.17,1703739600000000000,472373,2023-12-28
AAPL,42108026,193.9,192.53,194.4,191.725,1703826000000000000,509077,2023-12-29
AAPL,77874426,187.15,185.64,188.44,183.885,1704171600000000000,1008813,2024-01-02
AAPL,56860069,184.22,184.25,185.88,183.43,1704258000000000000,656789,2024-01-03
AAPL,65296341,182.15,181.91,183.0872,180.88,1704344400000000000,712640,2024-01-04
AAPL,60803242,181.99,181.18,182.76,180.17,1704430800000000000,682287,2024-01-05
AAPL,57421797,182.085,185.56,185.6,181.5,1704690000000000000,669129,2024-01-08
AAPL,42371109,183.92,185.14,185.15,182.73,1704776400000000000,538139,2024-01-09
AAPL,45236405,184.35,186.19,186.4,183.92,1704862800000000000,554731,2024-01-10
AAPL,46799312,186.54,185.59,187.05,183.62,1704949200000000000,583958,2024-01-11
AAPL,37841897,186.06,185.92,186.74,185.19,1705035600000000000,476995,2024-01-12
AAPL,62423256,182.16,183.63,184.26,180.934,1705381200000000000,767207,2024-01-16
AAPL,46384942,181.27,182.68,182.93,180.3,1705467600000000000,594582,2024-01-17
AAPL,77037888,186.09,188.63,189.14,185.83,1705554000000000000,787181,2024-01-18
AAPL,67556738,189.33,191.56,191.95,188.82,1705640400000000000,682582,2024-01-19
AAPL,57366771,192.3,193.89,195.33,192.26,1705899600000000000,718029,2024-01-22
AAPL,40877678,195.02,195.18,195.75,193.8299,1705986000000000000,533024,2024-01-23
AAPL,52268104,195.42,194.5,196.38,194.34,1706072400000000000,594645,2024-01-24
AAPL,51680598,195.22,194.17,196.2675,193.1125,1706158800000000000,644460,2024-01-25
AAPL,43185802,194.27,192.42,194.76,191.94,1706245200000000000,534120,2024-01-26
AAPL,45203820,192.01,191.73,192.2,189.58,1706504400000000000,599435,2024-01-29
AAPL,54119684,190.94,188.04,191.8,187.47,1706590800000000000,690640,2024-01-30
AAPL,53946364,187.04,184.4,187.095,184.35,1706677200000000000,679750,2024-01-31
AAPL,63738764,183.985,186.86,186.95,183.82,1706763600000000000,820919,2024-02-01
AAPL,100639849,179.86,185.85,187.33,179.25,1706850000000000000,1108376,2024-02-02
AAPL,67393762,188.15,187.68,189.25,185.84,1707109200000000000,804655,2024-02-05
AAPL,42407091,186.86,189.3,189.31,186.7695,1707195600000000000,530744,2024-02-06
AAPL,51031395,190.64,189.41,191.05,188.61,1707282000000000000,596004,2024-02-07
AAPL,38219218,189.385,188.32,189.535,187.35,1707368400000000000,521417,2024-02-08
AAPL,43571220,188.65,188.85,189.99,188.0,1707454800000000000,544656,2024-02-09
AAPL,39905939,188.415,187.15,188.67,186.79,1707714000000000000,585464,2024-02-12
AAPL,54400138,185.77,185.04,186.21,183.5128,1707800400000000000,643939,2024-02-13
AAPL,51699881,185.32,184.15,185.53,182.44,1707886800000000000,679012,2024-02-14
AAPL,63124925,183.55,183.86,184.49,181.35,1707973200000000000,756024,2024-02-15
AAPL,47075100,183.42,182.31,184.85,181.665,1708059600000000000,611723,2024-02-16
AAPL,47952178,181.79,181.56,182.43,180.0,1708405200000000000,712239,2024-02-20
AAPL,41529674,181.94,182.32,182.8888,180.66,1708491600000000000,522493,2024-02-21
AAPL,52292208,183.48,184.37,184.955,182.46,1708578000000000000,613893,2024-02-22
AAPL,45119677,185.01,182.52,185.04,182.23,1708664400000000000,549251,2024-02-23
AAPL,40867421,182.24,181.16,182.76,180.65,1708923600000000000,615639,2024-02-26
AAPL,54318851,181.1,182.63,183.9225,179.56,1709010000000000000,669751,2024-02-27
AAPL,48953939,182.51,181.42,183.12,180.13,1709096400000000000,596443,2024-02-28
AAPL,136682597,181.27,180.75,182.57,179.53,1709182800000000000,813073,2024-02-29
AAPL,73563082,179.55,179.66,180.53,177.38,1709269200000000000,911079,2024-03-01
AAPL,81510101,176.15,175.1,176.9,173.79,1709528400000000000,1167167,2024-03-04
AAPL,95132355,170.76,170.12,172.04,169.62,1709614800000000000,1108821,2024-03-05
AAPL,68587707,171.06,169.12,171.24,168.68,1709701200000000000,896300,2024-03-06
AAPL,71765061,169.15,169.0,170.73,168.49,1709787600000000000,825406,2024-03-07
AAPL,76267041,169.0,170.73,173.7,168.94,1709874000000000000,925213,2024-03-08
AAPL,60139473,172.94,172.75,174.38,172.05,1710129600000000000,793618,2024-03-11
AAPL,59825372,173.15,173.23,174.03,171.01,1710216000000000000,735067,2024-03-12
AAPL,52488692,172.77,171.13,173.185,170.76,1710302400000000000,647120,2024-03-13
AAPL,72913507,172.91,173.0,174.3078,172.05,1710388800000000000,806014,2024-03-14
AAPL,121752699,171.17,172.62,172.62,170.285,1710475200000000000,771387,2024-03-15
AAPL,75604184,175.57,173.72,177.71,173.52,1710734400000000000,866388,2024-03-18
AAPL,55215244,174.34,176.08,176.605,173.03,1710820800000000000,636058,2024-03-19
AAPL,53423102,175.72,178.67,178.67,175.09,1710907200000000000,641653,2024-03-20
AAPL,106181270,177.05,171.37,177.49,170.84,1710993600000000000,1224985,2024-03-21
AAPL,71160138,171.76,172.28,173.05,170.06,1711080000000000000,736379,2024-03-22
AAPL,54288328,170.565,170.85,171.94,169.45,1711339200000000000,727686,2024-03-25
AAPL,57388449,170.0,169.71,171.42,169.58,1711425600000000000,684303,2024-03-26
AAPL,60273265,170.41,173.31,173.6,170.11,1711512000000000000,670630,2024-03-27
AAPL,65672690,171.75,171.48,172.23,170.51,1711598400000000000,648027,2024-03-28
AAPL,46240500,171.19,170.03,171.25,169.475,1711944000000000000,676830,2024-04-01
AAPL,49329481,169.08,168.84,169.34,168.2302,1712030400000000000,608917,2024-04-02
AAPL,47691715,168.79,169.65,170.68,168.58,1712116800000000000,571286,2024-04-03
AAPL,53704386,170.29,168.82,171.92,168.82,1712203200000000000,630785,2024-04-04
AAPL,42104826,169.59,169.58,170.39,168.95,1712289600000000000,540854,2024-04-05
AAPL,37425513,169.03,168.45,169.2,168.24,1712548800000000000,549987,2024-04-08
AAPL,42451209,168.7,169.67,170.08,168.35,1712635200000000000,541699,2024-04-09
AAPL,49709336,168.8,167.78,169.09,167.11,1712721600000000000,647589,2024-04-10
AAPL,91070275,168.34,175.04,175.46,168.16,1712808000000000000,828410,2024-04-11
AAPL,101670886,174.26,176.55,178.36,174.21,1712894400000000000,960232,2024-04-12
AAPL,73531773,175.36,172.69,176.63,172.5,1713153600000000000,846772,2024-04-15
AAPL,73711235,171.75,169.38,173.76,168.27,1713240000000000000,834299,2024-04-16
AAPL,50901210,169.61,168.0,170.65,168.0,1713326400000000000,599005,2024-04-17
AAPL,43122903,168.03,167.04,168.64,166.55,1713412800000000000,553241,2024-04-18
AAPL,68149377,166.21,165.0,166.4,164.075,1713499200000000000,754775,2024-04-19
AAPL,48116443,165.515,165.84,167.26,164.77,1713758400000000000,610370,2024-04-22
AAPL,49537761,165.35,166.9,167.05,164.92,1713844800000000000,554942,2024-04-23
AAPL,48251835,166.54,169.02,169.3,166.21,1713931200000000000,584990,2024-04-24
AAPL,50558329,169.525,169.89,170.61,168.1511,1714017600000000000,608882,2024-04-25
AAPL,44838354,169.88,169.3,171.34,169.18,1714104000000000000,563912,2024-04-26
AAPL,68169419,173.37,173.5,176.03,173.1,1714363200000000000,808216,2024-04-29
AAPL,65934776,173.33,170.33,174.99,170.0,1714449600000000000,647477,2024-04-30
AAPL,50383147,169.58,169.3,172.705,169.11,1714536000000000000,648630,2024-05-01
AAPL,94214915,172.51,173.03,173.415,170.89,1714622400000000000,944120,2024-05-02
AAPL,163224109,186.645,183.38,187.0,182.66,1714708800000000000,1468505,2024-05-03
AAPL,78569667,182.354,181.71,184.2,180.42,1714968000000000000,898764,2024-05-06
AAPL,77305771,183.45,182.4,184.9,181.32,1715054400000000000,747519,2024-05-07
AAPL,45057087,182.85,182.74,183.07,181.45,1715140800000000000,518609,2024-05-08
AAPL,48982972,182.56,184.57,184.66,182.11,1715227200000000000,551005,2024-05-09
AAPL,50759496,184.9,183.05,185.09,182.13,1715313600000000000,558780,2024-05-10
AAPL,72044809,185.435,186.28,187.1,184.62,1715572800000000000,726520,2024-05-13
AAPL,52393619,187.51,187.43,188.3,186.29,1715659200000000000,559493,2024-05-14
AAPL,70399988,187.91,189.72,190.65,187.37,1715745600000000000,727615,2024-05-15
AAPL,52845230,190.47,189.84,191.095,189.6601,1715832000000000000,566951,2024-05-16
AAPL,41282925,189.51,189.87,190.81,189.18,1715918400000000000,478193,2024-05-17
AAPL,44361275,189.325,191.04,191.9199,189.01,1716177600000000000,566908,2024-05-20
AAPL,42309401,191.09,192.35,192.73,190.9201,1716264000000000000,502788,2024-05-21
AAPL,34648547,192.265,190.9,192.8231,190.27,1716350400000000000,452377,2024-05-22
AAPL,51005924,190.98,186.88,191.0,186.625,1716436800000000000,574010,2024-05-23
AAPL,36326975,188.82,189.98,190.58,188.0404,1716523200000000000,492870,2024-05-24
AAPL,52280051,191.51,189.99,193.0,189.1,1716868800000000000,702191,2024-05-28
AAPL,53068016,189.61,190.29,192.247,189.51,1716955200000000000,603502,2024-05-29
AAPL,49947941,190.76,191.29,192.18,190.63,1717041600000000000,568984,2024-05-30
AAPL,75158277,191.44,192.25,192.57,189.91,1717128000000000000,618230,2024-05-31
AAPL,50080539,192.9,194.03,194.99,192.52,1717387200000000000,700957,2024-06-03
AAPL,47471445,194.635,194.35,195.32,193.0342,1717473600000000000,575318,2024-06-04
AAPL,54156785,195.4,195.87,196.9,194.87,1717560000000000000,648283,2024-06-05
AAPL,41181753,195.685,194.48,196.5,194.17,1717646400000000000,550123,2024-06-06
AAPL,53103912,194.65,196.89,196.94,194.14,1717732800000000000,505960,2024-06-07
AAPL,97262077,196.9,193.12,197.3,192.15,1717992000000000000,1115274,2024-06-10
AAPL,172373296,193.65,207.15,207.16,193.63,1718078400000000000,1601778,2024-06-11
AAPL,198134293,207.37,213.07,220.2,206.9,1718164800000000000,1861010,2024-06-12
AAPL,97862729,214.74,214.24,216.75,211.6,1718251200000000000,1032970,2024-06-13
AAPL,70122748,213.85,212.49,215.17,211.3,1718337600000000000,793746,2024-06-14
AAPL,93728300,213.37,216.67,218.95,212.72,1718596800000000000,1034963,2024-06-17
AAPL,79943254,217.59,214.29,218.63,213.0,1718683200000000000,919960,2024-06-18
AAPL,86172451,213.93,209.68,214.24,208.85,1718856000000000000,1005362,2024-06-20
AAPL,246421353,210.39,207.49,211.89,207.11,1718942400000000000,881938,2024-06-21
AAPL,80727006,207.72,208.14,212.7,206.59,1719201600000000000,916152,2024-06-24
AAPL,56713868,209.15,209.07,211.38,208.61,1719288000000000000,621196,2024-06-25
AAPL,66213186,211.5,213.25,214.86,210.64,1719374400000000000,769103,2024-06-26
AAPL,49772707,214.69,214.1,215.7395,212.35,1719460800000000000,644397,2024-06-27
AAPL,82542718,215.77,210.62,216.07,210.3,1719547200000000000,729912,2024-06-28
AAPL,60402929,212.09,216.75,217.51,211.92,1719806400000000000,784845,2024-07-01
AAPL,58046178,216.15,220.27,220.38,215.1,1719892800000000000,689998,2024-07-02
AAPL,37369801,220.0,221.55,221.55,219.03,1719979200000000000,566784,2024-07-03
AAPL,60412408,221.65,226.34,226.45,221.65,1720152000000000000,767414,2024-07-05
AAPL,59085861,227.09,227.82,227.85,223.25,1720411200000000000,790096,2024-07-08
AAPL,48169822,227.93,228.68,229.4,226.3721,1720497600000000000,651068,2024-07-09
AAPL,62627687,229.3,232.98,233.08,229.25,1720584000000000000,782526,2024-07-10
AAPL,64710617,231.39,227.57,232.39,225.77,1720670400000000000,889309,2024-07-11
AAPL,53046527,228.92,230.54,232.64,228.68,1720756800000000000,706283,2024-07-12
AAPL,62631252,236.48,234.4,237.23,233.09,1721016000000000000,822676,2024-07-15
AAPL,43234278,235.0,234.82,236.27,232.33,1721102400000000000,623963,2024-07-16
AAPL,57345884,229.45,228.88,231.4599,226.64,1721188800000000000,811104,2024-07-17
AAPL,66034585,230.28,224.18,230.44,222.27,1721275200000000000,844626,2024-07-18
AAPL,49151453,224.82,224.31,226.8,223.275,1721361600000000000,612830,2024-07-19
AAPL,48201835,227.01,223.96,227.78,223.09,1721620800000000000,704897,2024-07-22
AAPL,39960260,224.365,225.01,226.94,222.68,1721707200000000000,551688,2024-07-23
AAPL,61777576,224.0,218.54,224.8,217.13,1721793600000000000,816144,2024-07-24
AAPL,51391199,218.93,217.49,220.85,214.62,1721880000000000000,737642,2024-07-25
AAPL,41601345,218.7,217.96,219.49,216.01,1721966400000000000,608589,2024-07-26
AAPL,36311778,216.96,218.24,219.3,215.75,1722225600000000000,604724,2024-07-29
AAPL,41643840,219.19,218.8,220.325,216.12,1722312000000000000,584355,2024-07-30
AAPL,50036262,221.44,222.08,223.82,220.63,1722398400000000000,668901,2024-07-31
AAPL,62500996,224.37,218.36,224.48,217.02,1722484800000000000,876129,2024-08-01
AAPL,105568560,219.15,219.86,225.6,217.71,1722571200000000000,1132553,2024-08-02
AAPL,119548589,199.09,209.27,213.5,196.0,1722830400000000000,1661550,2024-08-05
AAPL,69660488,205.3,207.23,209.99,201.07,1722916800000000000,921953,2024-08-06
AAPL,63516417,206.9,209.82,213.64,206.39,1723003200000000000,741724,2024-08-07
AAPL,47161149,213.11,213.31,214.2,208.83,1723089600000000000,628773,2024-08-08
AAPL,42201646,212.1,216.24,216.78,211.97,1723176000000000000,589469,2024-08-09
AAPL,38028092,216.07,217.53,219.5099,215.6,1723435200000000000,602530,2024-08-12
AAPL,44155331,219.01,221.27,221.89,219.01,1723521600000000000,553265,2024-08-13
AAPL,41960574,220.57,221.72,223.03,219.7,1723608000000000000,568519,2024-08-14
AAPL,46414013,224.6,224.72,225.35,222.76,1723694400000000000,590575,2024-08-15
AAPL,44340240,223.92,226.05,226.8271,223.6501,1723780800000000000,562638,2024-08-16
AAPL,40687813,225.72,225.89,225.99,223.04,1724040000000000000,606363,2024-08-19
AAPL,30299033,225.77,226.51,227.17,225.45,1724126400000000000,498797,2024-08-20
AAPL,34765480,226.52,226.4,227.98,225.05,1724212800000000000,506656,2024-08-21
AAPL,43695321,227.79,224.53,228.34,223.9,1724299200000000000,586190,2024-08-22
AAPL,38677250,225.6589,226.84,228.22,224.33,1724385600000000000,555154,2024-08-23
AAPL,30602208,226.76,227.18,227.28,223.8905,1724644800000000000,565404,2024-08-26
AAPL,35934559,225.995,228.03,228.85,224.89,1724731200000000000,491852,2024-08-27
AAPL,38052167,227.92,226.49,229.86,225.68,1724817600000000000,563160,2024-08-28
AAPL,51906297,230.1,229.79,232.92,228.88,1724904000000000000,723145,2024-08-29
AAPL,52990770,230.19,229.0,230.4,227.48,1724990400000000000,594158,2024-08-30
AAPL,50190574,228.55,222.77,229.0,221.17,1725336000000000000,813604,2024-09-03
AAPL,43840196,221.66,220.85,221.78,217.48,1725422400000000000,679980,2024-09-04
AAPL,36615398,221.625,222.38,225.48,221.52,1725508800000000000,588073,2024-09-05
AAPL,48423011,223.95,220.82,225.24,219.77,1725595200000000000,663965,2024-09-06
AAPL,67179965,220.82,220.91,221.27,216.71,1725854400000000000,945464,2024-09-09
AAPL,51591033,218.92,220.11,221.48,216.73,1725940800000000000,684935,2024-09-10
AAPL,44587072,221.455,222.66,223.09,217.89,1726027200000000000,609494,2024-09-11
AAPL,37498225,222.5,222.77,223.55,219.82,1726113600000000000,556917,2024-09-12
AAPL,36766619,223.58,222.5,224.04,221.91,1726200000000000000,541883,2024-09-13
AAPL,59357427,216.54,216.32,217.22,213.92,1726459200000000000,870760,2024-09-16
AAPL,45519339,215.75,216.79,216.9,214.5,1726545600000000000,651444,2024-09-17
AAPL,59894928,217.55,220.69,222.71,217.54,1726632000000000000,833014,2024-09-18
AAPL,66781315,224.99,228.87,229.82,224.63,1726718400000000000,808546,2024-09-19
AAPL,318679888,229.97,228.2,233.09,227.62,1726804800000000000,971914,2024-09-20
AAPL,54146023,227.34,226.47,229.45,225.81,1727064000000000000,693312,2024-09-23
AAPL,43556068,228.645,227.37,229.35,225.73,1727150400000000000,519573,2024-09-24
AAPL,42308715,224.93,226.37,227.29,224.02,1727236800000000000,564630,2024-09-25
AAPL,36636707,227.3,227.52,228.5,225.41,1727323200000000000,433165,2024-09-26
AAPL,34025967,228.46,227.79,229.52,227.3,1727409600000000000,504108,2024-09-27
AAPL,54793391,230.04,233.0,233.0,229.65,1727668800000000000,710084,2024-09-30
AAPL,63285048,229.52,226.21,229.65,223.74,1727755200000000000,832120,2024-10-01
AAPL,32880605,225.89,226.78,227.37,223.02,1727841600000000000,504717,2024-10-02
AAPL,34044158,225.14,225.67,226.805,223.32,1727928000000000000,516347,2024-10-03
AAPL,37345098,227.9,226.8,228.0,224.13,1728014400000000000,558162,2024-10-04
AAPL,39505354,224.5,221.69,225.69,221.33,1728273600000000000,607240,2024-10-07
AAPL,31855693,224.3,225.77,225.98,223.25,1728360000000000000,495518,2024-10-08
AAPL,33591091,225.23,229.54,229.75,224.83,1728446400000000000,519279,2024-10-09
AAPL,28183544,227.78,229.04,229.5,227.17,1728532800000000000,446857,2024-10-10
AAPL,31759188,229.3,227.55,229.41,227.34,1728619200000000000,485460,2024-10-11
AAPL,39882085,228.7,231.3,231.73,228.6,1728878400000000000,580529,2024-10-14
AAPL,64751367,233.61,233.85,237.49,232.37,1728964800000000000,827530,2024-10-15
AAPL,34082240,231.6,231.78,232.12,229.84,1729051200000000000,551097,2024-10-16
AAPL,32993810,233.43,232.15,233.85,230.52,1729137600000000000,487630,2024-10-17
AAPL,46431472,236.18,235.0,236.18,234.01,1729224000000000000,562502,2024-10-18
AAPL,36254470,234.45,236.48,236.85,234.45,1729483200000000000,538692,2024-10-21
AAPL,38846578,233.885,235.86,236.22,232.6,1729569600000000000,489180,2024-10-22
AAPL,52286979,234.08,230.76,235.144,227.76,1729656000000000000,722059,2024-10-23
AAPL,31109503,229.98,230.57,230.82,228.41,1729742400000000000,490815,2024-10-24
AAPL,38802304,229.74,231.41,233.22,229.57,1729828800000000000,551681,2024-10-25
AAPL,36087134,233.32,233.4,234.73,232.55,1730088000000000000,557146,2024-10-28
AAPL,35417247,233.1,233.67,234.325,232.32,1730174400000000000,484094,2024-10-29
AAPL,47070907,232.61,230.1,233.47,229.55,1730260800000000000,593652,2024-10-30
AAPL,64370086,229.34,225.91,229.83,225.37,1730347200000000000,767895,2024-10-31
AAPL,65276741,220.965,222.91,225.35,220.27,1730433600000000000,859117,2024-11-01
AAPL,44944468,220.99,222.01,222.79,219.71,1730696400000000000,647168,2024-11-04
AAPL,28111338,221.795,223.45,223.95,221.14,1730782800000000000,502059,2024-11-05
AAPL,54561121,222.61,222.72,226.065,221.19,1730869200000000000,796635,2024-11-06
AAPL,42137691,224.625,227.48,227.875,224.57,1730955600000000000,623242,2024-11-07
AAPL,38328824,227.17,226.96,228.66,226.405,1731042000000000000,541125,2024-11-08
AAPL,42005602,225.0,224.23,225.7,221.5,1731301200000000000,555127,2024-11-11
AAPL,40398299,224.55,224.23,225.59,223.355,1731387600000000000,462612,2024-11-12
AAPL,48566217,224.01,225.12,226.65,222.76,1731474000000000000,467219,2024-11-13
AAPL,44923941,225.02,228.22,228.87,225.0,1731560400000000000,492068,2024-11-14
AAPL,47923696,226.4,225.0,226.92,224.27,1731646800000000000,451319,2024-11-15
AAPL,44686020,225.25,228.02,229.74,225.17,1731906000000000000,437779,2024-11-18
AAPL,36211774,226.98,228.28,230.16,226.66,1731992400000000000,365242,2024-11-19
AAPL,35169566,228.06,229.0,229.93,225.89,1732078800000000000,358455,2024-11-20
AAPL,42108327,228.88,228.52,230.155,225.7103,1732165200000000000,431685,2024-11-21
AAPL,38168252,228.06,229.87,230.7199,228.06,1732251600000000000,380624,2024-11-22
